dv,s,a
0.0605166,43.8315,-0.36503
0.117249,43.8308,2.68075
4.29712,43.8308,-0.260729
3.20578,43.8285,-1.32066
-0.0402207,43.8272,-1.33125
-1.03638,43.8267,-0.66311
3.19043,43.8266,-0.377614
0.151331,43.8248,-0.213568
-0.276442,43.8245,3.22828
4.01393,43.8242,0.716599
0.358684,43.8231,0.36517
-1.59267,43.8225,-2.97344
0.17759,43.8221,-0.121602
-0.123872,43.819,-0.629819
-0.00390977,43.818,3.7653
2.7476,43.817,1.35214
0.689573,43.8131,-1.77035
0.132434,43.8071,-0.359704
1.01316,43.8065,-0.398628
-3.20293,43.8059,0.156075
-1.39862,43.8038,-0.964837
4.9598,43.803,0.235316
1.00019,43.8026,0.11918
0.928794,43.8009,1.27395
-4.56733,43.7993,0.973534
1.01595,43.7992,4.06863
-3.53185,43.7985,0.675514
3.08793,43.7979,1.06194
-2.91526,43.7973,0.419165
1.83557,43.7957,1.15763
0.213462,43.7957,0.042402
-4.00223,43.7954,5.07813
1.54326,43.7951,-1.48662
3.85495,43.7933,-0.440424
-3.01488,43.7925,1.5864
1.64383,43.7903,-1.23009
0.863191,43.7899,-0.556467
-0.380407,43.7894,2.38482
2.52495,43.7893,-1.34014
0.542047,43.7889,0.573037
1.5128,43.7888,0.00304602
0.661374,43.7865,3.62057
-0.616374,43.7857,3.43491
0.392511,43.7856,0.399588
1.26979,43.7844,1.10313
-2.12632,43.7826,0.846746
2.51906,43.7822,-0.641924
-1.24538,43.7815,-0.0125378
1.54622,43.7809,-0.865669
2.83112,43.7805,-0.483875
-6.14177,43.7802,-0.436991
1.97223,43.7796,-0.500682
0.0152856,43.7785,2.89102
-1.80379,43.7783,-1.77849
3.41874,43.7779,-0.486908
-1.86024,43.7773,-0.853987
-3.55827,43.7771,1.13526
-8.90892,43.7769,1.0535
-1.94224,43.7759,0.370154
1.4975,43.7739,-1.74798
-0.568274,43.7738,-1.91254
3.05732,43.7705,0.625548
-1.18592,43.7671,0.831537
-0.722743,43.7661,-1.02958
0.314735,43.7657,4.13975
-2.51176,43.7651,1.59479
0.411564,43.7644,0.0216943
2.43152,43.7635,-1.97161
-2.39762,43.7616,-1.43146
3.11997,43.76,1.54846
3.01552,43.7598,-0.154333
5.47126,43.759,-2.2737
-3.18131,43.7586,-2.47912
-1.12253,43.7554,-1.2704
3.1431,43.7545,2.07445
3.38221,43.7545,-1.70422
3.86093,43.7521,-2.93389
-1.89445,43.7513,0.210532
2.38252,43.7511,-0.232573
-2.34206,43.7508,-0.87397
2.13701,43.7501,-1.43955
-0.392149,43.7484,0.23221
-1.40544,43.7473,1.07798
-2.29528,43.7467,0.716612
3.09723,43.7463,-0.27974
-1.22148,43.7447,1.70586
0.432385,43.7446,0.509734
-3.51261,43.7433,4.80496
-3.02428,43.7429,1.52766
-1.07958,43.7415,1.13579
0.75134,43.7411,-0.542361
-2.1591,43.7382,0.52167
4.47801,43.7377,-1.11911
-1.57629,43.7374,2.43615
6.10612,43.7365,-0.0775646
2.92664,43.7363,-0.0751447
0.471128,43.7334,0.141896
2.21288,43.7322,-1.08003
1.87042,43.7317,-0.225651
-1.35705,43.731,0.18877
-0.920361,43.729,-1.94933
-1.65806,43.7275,2.04079
-3.2552,43.724,1.07204
-1.33579,43.7231,2.06963
-7.21612,43.7231,0.287118
-2.47595,43.7229,0.808472
3.27683,43.7211,0.58293
-0.505807,43.7202,-1.79818
-1.32868,43.7188,-0.409608
0.568563,43.7156,0.95564
0.0116315,43.7152,0.693412
-0.0361348,43.7138,0.852019
4.74554,43.7137,-0.274353
0.59126,43.7133,-0.488773
-2.17919,43.7131,-0.743986
-0.356604,43.711,-0.512062
-0.0771032,43.708,0.770992
2.12498,43.707,-0.215977
1.97891,43.7068,-0.433606
1.59577,43.7056,-0.164588
-1.36971,43.7032,-0.565933
1.69477,43.7028,-4.49911
3.17873,43.7022,-1.8026
2.88113,43.7021,2.46328
-1.63734,43.702,-0.599357
1.77057,43.7018,0.277222
2.11521,43.7016,-0.452778
1.06546,43.7014,1.36243
-1.31458,43.701,-0.601629
0.486578,43.6991,0.742779
-0.111812,43.6984,0.693752
0.976345,43.6981,-0.111953
-4.11055,43.6977,-0.143467
0.211459,43.6947,-0.734852
-1.17747,43.6947,3.11726
1.00416,43.6941,-0.901357
1.18963,43.6935,-0.573021
-2.68921,43.6914,1.71116
-4.36844,43.6912,1.08715
0.0276733,43.6911,-0.284047
-2.47751,43.6903,-1.8293
-0.0128232,43.6893,-0.130395
0.00893778,43.6892,0.130677
-1.43201,43.6885,-1.14278
1.28333,43.6857,2.55132
-0.140785,43.6856,0.620507
3.85973,43.6855,-2.91025
2.08021,43.6851,-0.0357972
-3.25684,43.6837,1.9293
3.07278,43.6797,-3.30765
4.14479,43.6791,-2.59704
3.78961,43.6789,-0.738065
5.42297,43.6785,-1.29086
-3.33443,43.6774,-0.355319
-0.32255,43.6771,-0.520132
-1.19164,43.6747,-0.728016
-1.71794,43.6744,0.939649
-1.89731,43.6738,1.44043
-0.447087,43.6726,-1.68257
-1.41044,43.6726,-2.68515
4.57055,43.6726,-4.07011
-2.95468,43.671,2.14527
3.04359,43.6702,-0.934731
-0.16453,43.6702,0.551398
-4.34582,43.6693,2.50844
4.7027,43.6657,-1.59868
2.58388,43.665,-1.93152
2.17188,43.6647,4.60389
0.814686,43.6628,-0.196595
-2.13871,43.6601,1.50273
-2.81027,43.6575,-0.554496
-0.131868,43.6564,-0.550782
-1.13775,43.6536,1.63697
-0.183531,43.6527,0.486507
0.710404,43.652,-1.25218
-0.998457,43.6496,-1.15669
-1.35247,43.6475,-0.388598
-2.38508,43.6469,1.36539
1.39339,43.6468,0.692229
-0.290101,43.6465,-0.522272
-2.71707,43.6464,2.86724
0.578832,43.6461,-1.45049
2.0974,43.6448,0.456453
-0.643623,43.6426,-2.29721
1.23017,43.6416,-2.22905
2.73764,43.6416,0.871027
1.15972,43.6405,-1.9153
-0.194812,43.6398,-1.65637
1.48383,43.6396,-1.11312
5.27141,43.6396,-1.61477
3.7513,43.6341,-0.896884
2.01157,43.6341,-1.24125
-0.198254,43.6335,0.635677
1.57835,43.6329,-0.453053
-0.392153,43.6308,0.321318
1.39377,43.6302,-0.342648
3.51498,43.6293,2.2317
-4.40121,43.628,1.45459
-0.259343,43.6191,-0.519263
-0.24743,43.6174,-1.54573
-1.2629,43.6165,1.50536
-2.33486,43.6159,0.953307
-3.43303,43.6156,0.332691
-0.41895,43.613,0.887139
-1.54613,43.6114,-1.67192
2.34884,43.6078,-0.641018
-1.30898,43.607,1.00025
-1.14912,43.6061,0.114303
0.786357,43.6057,-0.501486
-1.60732,43.6044,-0.800937
-4.85166,43.601,0.853959
-0.295626,43.6003,-2.15616
5.1065,43.5992,-1.0641
0.0910595,43.5991,0.0710656
2.01804,43.5987,1.22834
1.64033,43.5983,-0.542925
0.480645,43.5976,-1.09023
1.16264,43.596,-1.40995
-0.230334,43.5946,-0.51183
-0.257036,43.5942,3.20661
4.65671,43.5936,-2.33282
-3.51084,43.5912,0.866388
-0.290627,43.5903,-0.596435
3.51066,43.5894,0.335247
-2.40315,43.5882,-1.42856
1.21203,43.5878,1.4501
-0.092051,43.586,1.66297
5.48411,43.5859,0.305116
-1.25491,43.5851,0.84925
0.22508,43.5846,-0.109324
-0.141194,43.5835,0.0839612
-1.49425,43.5817,1.90398
-1.09937,43.5808,-1.71923
-3.36698,43.5807,1.24138
2.85168,43.5796,0.202578
-0.0864616,43.5794,2.10456
-3.53951,43.5787,1.6832
-1.99981,43.5786,0.075059
0.78192,43.5781,-1.62808
3.98317,43.5743,-1.88246
-1.38804,43.5739,1.13908
0.866791,43.5735,-1.36561
-0.203105,43.573,-0.500641
2.95117,43.5725,-1.68906
-0.635943,43.572,4.14335
-1.00158,43.5655,-0.211401
1.39591,43.5646,1.35492
-4.04511,43.562,-1.73045
-1.86016,43.5597,-0.212725
5.99179,43.5593,-2.28035
-0.493124,43.5593,0.743526
-3.09951,43.5577,1.54775
-0.88237,43.5557,-1.0476
-1.32381,43.5553,-0.260485
1.76196,43.5543,-1.55538
0.347952,43.5541,0.599973
-0.17767,43.554,2.24121
-2.26646,43.5539,-0.555412
-3.71046,43.5537,0.819632
-1.69586,43.5524,-2.5922
4.44127,43.5515,-1.81809
1.72207,43.551,-0.624319
-1.68892,43.5502,1.55473
0.55068,43.55,-0.285243
-0.734278,43.5497,0.699971
-3.62224,43.5482,1.46439
1.51352,43.5461,-0.194188
2.19176,43.5459,-0.698728
5.04331,43.5441,-0.982928
-1.97827,43.5428,1.27088
0.799658,43.542,-2.08819
2.39827,43.5414,-2.15717
-1.23973,43.5404,-2.41087
-1.14616,43.5396,1.73488
3.81196,43.5388,-1.11229
-0.363832,43.5375,6.2603
2.87532,43.5375,-1.00159
0.812702,43.5368,0.342984
0.991729,43.5348,-0.977755
5.28812,43.5338,0.696838
1.67589,43.5298,1.88122
-2.3597,43.5289,1.2718
-1.69803,43.5265,-0.552982
2.97011,43.5258,0.272362
-3.47403,43.5257,0.792186
-0.131751,43.5252,3.4414
-2.2914,43.5229,-1.37012
2.18694,43.5224,-1.18429
3.13964,43.5205,-0.357047
3.90981,43.5197,-1.12997
-4.02993,43.5185,0.230577
-4.61753,43.5184,3.67213
1.89564,43.5181,-0.239656
3.05222,43.5154,-1.46122
0.437775,43.515,1.11684
2.51194,43.5125,-1.73645
-1.28411,43.511,0.847885
0.766783,43.51,-0.468688
-2.43286,43.5081,0.44948
0.563027,43.5064,-2.67212
-1.96414,43.5062,-0.749426
-1.1696,43.5059,1.00748
1.35083,43.5057,-0.150193
1.80415,43.505,-1.38597
-3.02404,43.5047,0.336731
2.15632,43.5045,2.26947
2.02238,43.5032,0.532535
2.24692,43.503,-0.00742366
-0.95862,43.5012,0.0488458
0.930218,43.4994,2.63291
1.51791,43.4983,0.193727
2.97837,43.4966,-1.97338
-2.85036,43.4961,1.4339
-4.01372,43.4958,-0.447503
3.84814,43.4958,-1.60494
2.2883,43.494,0.391137
-4.94452,43.4926,3.65444
-1.13773,43.4921,0.898367
-0.766347,43.4917,0.30987
3.45063,43.4884,-3.60547
-4.46436,43.4874,-0.140486
0.628583,43.4874,-0.321777
-1.295,43.4855,0.923714
0.974981,43.4822,1.26468
-3.27673,43.4819,0.126169
-0.64981,43.4812,4.52479
-0.90304,43.4812,-1.61839
0.417701,43.4806,-0.806807
0.94106,43.4786,-1.48209
0.359876,43.4769,-0.151043
-3.29174,43.4764,1.40666
1.50168,43.4747,-0.512881
-0.743981,43.4744,-1.02244
-0.774203,43.4731,-0.943526
-0.498665,43.4731,2.66178
-1.99217,43.4727,1.09645
2.13281,43.4706,-0.478178
2.94106,43.4704,0.678395
1.3597,43.4703,0.206668
3.39878,43.4693,1.12719
-1.30893,43.4691,-0.934786
2.81231,43.4679,-0.445842
-1.22124,43.4678,5.05596
0.536941,43.4665,1.21728
-0.813568,43.4662,0.2981
0.037059,43.4658,0.036318
0.42261,43.4655,-2.39392
3.89746,43.4638,-1.60941
-2.69969,43.4637,0.745138
-0.0353818,43.4611,-0.436422
-5.08065,43.4608,2.39632
1.3685,43.459,1.53587
-0.0135934,43.4588,1.25782
-4.26918,43.4586,2.42395
-0.162473,43.4584,2.05978
-1.9056,43.4582,1.35433
-1.39165,43.4563,4.16499
-1.37367,43.4558,-0.747612
0.293021,43.4537,0.472984
3.80012,43.452,-1.29708
-3.28126,43.4516,0.588126
1.28189,43.4515,-0.585935
1.60158,43.4503,-1.1937
-3.05626,43.4487,-1.00947
-2.31268,43.4463,-2.12086
0.920941,43.4432,-0.114062
0.974906,43.4432,0.102205
2.99186,43.4381,-0.999083
0.419031,43.438,0.0694477
-3.41189,43.4373,1.21527
-5.46512,43.4353,-2.22153
-3.23729,43.4315,3.30518
3.52354,43.4313,0.0905659
2.35221,43.4308,-1.1582
3.09674,43.4306,-0.842628
-0.392409,43.4263,0.214612
2.25709,43.4259,0.207999
-1.66154,43.4256,-0.356442
-0.453877,43.4255,1.26276
-2.7316,43.425,2.81988
-1.08058,43.4246,-2.15127
-1.1614,43.4244,1.59321
0.7731,43.4243,-0.360565
-1.68729,43.4242,1.74302
-1.43713,43.4238,1.01842
4.01148,43.4229,0.930052
7.09516,43.4223,-3.43886
0.498412,43.4219,-1.18351
4.85395,43.4188,-0.509653
-0.462955,43.4167,-0.549326
3.6382,43.4164,1.38198
-3.63251,43.4159,0.941327
-0.784976,43.4144,-0.00821064
1.52218,43.4143,1.66768
-2.18157,43.4142,-0.408052
3.59711,43.409,-2.32525
0.0616948,43.4086,-0.00915308
0.645843,43.4076,1.32034
-0.704507,43.4075,-0.0536745
-0.0771204,43.4073,1.27241
0.467097,43.4072,0.111986
-0.84624,43.406,-1.00205
1.52198,43.4029,-0.226331
-5.91374,43.4023,-0.325451
-0.673818,43.4009,-0.00548689
2.89357,43.4002,0.12699
-0.72487,43.4002,-1.51614
4.33736,43.3992,0.138929
1.35232,43.3977,-1.06475
4.62063,43.3974,-0.505522
-1.04734,43.3952,0.88715
0.221562,43.395,-0.0353203
-0.406248,43.3932,3.13908
-3.35868,43.3931,0.983153
0.482908,43.393,0.081056
3.00264,43.3927,-1.96208
0.719773,43.3908,1.76366
-1.27791,43.3907,4.19648
-1.01873,43.389,0.108356
3.30228,43.3879,-1.03356
1.65604,43.3873,-0.808597
-0.769437,43.387,0.134369
0.844235,43.3853,-1.60084
2.15589,43.384,-0.709888
2.8325,43.3838,-3.71433
-0.410926,43.3823,-0.156909
-0.290259,43.3818,0.798943
-0.438349,43.3799,-0.311934
-1.66397,43.3793,-1.51079
1.30398,43.3766,-0.161933
-2.53442,43.3762,0.839113
-2.04959,43.3759,0.0294365
0.569746,43.3658,-0.364885
2.84558,43.3648,1.10159
3.1501,43.3647,-1.06294
0.404056,43.3643,-0.065201
-2.16148,43.3642,-4.11427
-1.75313,43.3624,-0.507737
-3.21433,43.3618,1.91005
-2.68533,43.361,-0.310546
-2.28759,43.3585,0.586097
-1.39737,43.3569,-0.581203
-4.49154,43.3568,1.71254
-3.9418,43.354,3.53703
1.53513,43.354,-0.261067
-4.52632,43.3532,2.43375
3.03423,43.3516,1.29306
0.850688,43.3507,0.401735
1.91772,43.3506,1.81343
-1.30146,43.3496,0.935717
-1.37428,43.348,0.848928
-3.46543,43.3469,1.73416
0.622362,43.3461,3.27252
-0.627518,43.3442,0.781763
1.92998,43.3439,-0.7569
-0.369961,43.3433,-0.636871
0.896632,43.3419,-0.62937
0.939384,43.3418,-0.365666
0.551557,43.3414,0.0936085
-1.42563,43.3408,4.8243
1.46805,43.3407,-0.993418
-3.31515,43.3407,-1.00034
-0.640124,43.3403,-1.58713
1.47093,43.3392,0.888392
-0.557743,43.3386,1.17266
0.564622,43.3383,0.491029
-0.957174,43.3383,1.31925
0.764833,43.3374,1.42532
-0.564059,43.3362,-1.41361
1.7351,43.336,1.10905
-6.16003,43.3353,-2.38469
0.791926,43.3328,-0.158398
1.40923,43.3326,-0.581698
-2.09681,43.3318,-0.130485
-1.15884,43.3297,-0.694544
-2.3011,43.3293,-1.85575
-0.815458,43.3261,2.34588
-0.932912,43.3243,-0.438112
1.47569,43.3241,-1.21528
1.85683,43.3227,-1.69127
-0.823352,43.3224,0.2975
-1.75989,43.3203,-0.747161
-4.35926,43.3156,-0.0903191
0.610752,43.3142,-0.0990548
1.53472,43.3141,1.61854
-3.34117,43.3139,-0.307917
1.1156,43.3138,-1.55631
1.98031,43.3137,-1.30135
-0.724117,43.3123,0.096663
3.60784,43.3107,-0.898529
0.841956,43.3098,-1.72095
2.45255,43.3097,-1.67681
-0.331096,43.3083,-1.46471
0.414135,43.3079,-0.384797
4.92139,43.3077,0.475765
3.68619,43.3076,-3.25762
-1.1824,43.3073,1.87555
-0.157719,43.307,2.01388
-2.06156,43.3033,-1.30432
0.0724206,43.3022,2.20449
-1.29836,43.2993,-2.46755
3.5893,43.298,-1.54762
-0.931868,43.2964,0.774846
4.26078,43.2961,-2.16465
-1.57988,43.2951,0.191539
0.210193,43.2925,1.30691
-0.989064,43.2889,1.97114
-1.04162,43.2884,0.216925
-0.419754,43.2874,-1.3118
2.75474,43.2868,-2.32569
-4.30964,43.2848,-0.797524
1.1259,43.2838,0.592765
0.15419,43.283,-0.889969
2.29459,43.2828,1.55591
0.624988,43.2827,0.107118
3.64697,43.2825,-2.90073
0.0839788,43.2802,1.58622
2.62755,43.2798,3.71607
-0.578495,43.2795,-1.53175
-1.68629,43.279,1.21339
0.648084,43.2778,-0.392253
3.08169,43.2775,0.304068
-0.126561,43.2771,-1.84124
-0.143806,43.2768,2.21885
-2.03221,43.2754,1.58063
-2.57319,43.2747,0.947334
-7.01367,43.2742,2.10487
0.879067,43.2731,1.85683
2.44856,43.2724,-1.16137
0.533117,43.2722,-0.186542
-0.707286,43.2707,-0.0446334
-0.635036,43.2707,1.83014
-0.590657,43.2684,1.3271
-1.54984,43.2679,1.36864
0.69489,43.2659,0.508568
3.99124,43.2628,3.18023
2.69669,43.2611,-0.582892
-3.45887,43.2603,-2.0376
1.47925,43.2602,0.906878
2.00656,43.2586,1.28405
2.28947,43.2585,0.240982
-4.29254,43.2584,0.973605
-1.36411,43.2554,2.75151
0.792179,43.2553,-0.417534
0.894208,43.2547,1.53139
-2.86103,43.2533,0.103127
-0.291064,43.2522,-1.21156
-2.68417,43.2516,0.382874
-0.456808,43.2514,3.30488
2.62146,43.2491,-0.116117
0.396332,43.2479,2.2562
1.2456,43.2449,-0.171781
-1.9504,43.2442,1.58761
1.97415,43.2437,4.71433
-0.678191,43.2422,0.0631584
0.843212,43.2421,-0.137139
-1.33251,43.2416,-4.73881
-0.963746,43.2413,2.86606
3.85055,43.24,-5.69293
-1.09027,43.2381,1.94607
-4.32327,43.2359,2.71804
0.430842,43.2353,1.1905
4.83595,43.2348,-0.32586
-3.67873,43.2313,0.752846
-3.57046,43.231,0.654694
6.90201,43.2304,-2.02366
-0.177076,43.2292,0.984477
-2.23238,43.2278,-0.254274
0.778931,43.2271,-1.04218
-1.39473,43.2269,-1.873
-1.07835,43.2252,-2.79426
-0.519822,43.2246,-1.46961
-0.962287,43.2241,-0.0127676
2.95532,43.223,-0.815832
-0.529523,43.2205,1.40002
1.69937,43.2198,-0.554639
2.88861,43.2181,-1.60799
0.927109,43.2169,-1.84134
-3.68732,43.2169,1.44148
-0.118822,43.2168,4.15813
0.703168,43.2164,0.121589
0.229421,43.2156,3.95324
-0.812771,43.2155,1.82083
6.3569,43.213,-0.640955
1.20386,43.2114,0.334162
-1.28187,43.2107,0.776356
-1.9012,43.2106,-0.876215
-1.42551,43.2094,0.866996
-0.823349,43.2088,0.670525
-1.57912,43.2088,1.86894
0.739026,43.2087,-0.440084
1.23414,43.2082,-0.298428
5.56077,43.2073,-1.6883
-0.0930198,43.2054,2.90019
1.27698,43.2052,-0.20895
0.209304,43.2021,1.66623
3.24043,43.1987,-0.787786
3.83898,43.1984,-0.905465
2.49445,43.1973,-1.20946
-3.15385,43.195,1.28143
2.37168,43.1946,-0.360055
0.802484,43.1938,0.977462
2.5253,43.1934,0.105741
1.29029,43.1928,-0.527519
-3.21129,43.1925,1.52117
-3.28648,43.192,0.692346
4.73735,43.1918,-1.77611
2.04937,43.1901,0.206156
-4.58146,43.1884,1.28727
-0.00948943,43.1882,0.846435
-1.29212,43.1879,2.35898
0.734012,43.186,1.69
-0.883177,43.1855,3.93267
3.12717,43.1848,-2.5945
-5.79288,43.1842,-0.451243
2.11302,43.1842,-2.3096
0.641508,43.1834,-0.473024
-2.73741,43.183,0.683439
2.818,43.1823,0.732211
-1.3793,43.1814,0.224424
-1.02846,43.1807,0.77581
-1.17366,43.1804,-0.820296
-1.15582,43.1799,1.65406
-3.81686,43.177,0.75749
-3.57989,43.177,-4.49624
-0.632169,43.1767,0.0335986
1.89334,43.1766,-0.781897
-1.85444,43.1759,-0.463888
-0.464249,43.1755,-1.4022
1.42137,43.1752,-1.76644
1.09653,43.1748,2.43943
2.63688,43.1743,-4.07327
0.269981,43.1737,-0.725454
1.28331,43.1725,1.153
4.00972,43.1725,-2.12923
0.204702,43.1701,-0.500127
-2.09218,43.1687,-0.0102883
-9.7518,43.1684,3.33183
-0.297325,43.1682,0.417528
-1.48303,43.1656,-0.466209
-0.63958,43.1625,1.49744
1.17157,43.1606,3.64132
1.91935,43.1599,-0.816029
-0.661976,43.1591,-2.95938
-4.59038,43.1589,-0.489397
1.0342,43.1585,1.63757
3.89222,43.1585,0.134275
0.645465,43.158,-0.733339
-1.56686,43.1542,-0.738253
4.41392,43.1526,-0.437528
1.71044,43.1521,1.69673
1.9676,43.1513,1.18512
-3.34728,43.1506,0.0991349
3.77789,43.1488,-0.796837
-0.952433,43.1486,0.94179
0.240191,43.1481,-1.2455
0.407634,43.1478,-1.68041
0.231334,43.1477,0.768909
-2.89626,43.1474,-1.31468
0.256093,43.1472,-1.45809
1.28912,43.1467,-2.26276
-1.60062,43.1464,1.39584
1.10297,43.1455,-0.179706
-2.86416,43.145,3.00618
-2.95924,43.1423,0.507088
0.786014,43.1421,0.137016
3.72506,43.1419,-0.911196
5.39297,43.1395,-1.03106
5.93219,43.139,-0.0690195
2.97095,43.138,-0.590294
-1.48626,43.1372,-2.51175
-1.20299,43.1372,0.962054
-3.53774,43.1342,1.23815
-0.327951,43.1318,-1.33086
-0.721851,43.1317,0.574078
-2.353,43.1307,1.20346
0.837014,43.13,-0.490597
-1.17889,43.1297,1.88962
-0.394217,43.1287,-0.891283
-4.65108,43.1286,0.567298
1.35346,43.1275,-0.940926
3.09514,43.127,-1.24239
0.473416,43.127,-0.532105
1.76313,43.1263,-0.57258
0.203158,43.1257,-1.34825
0.843023,43.1243,-0.501882
5.16451,43.1239,-1.82797
2.72596,43.1234,0.148122
-2.10502,43.1234,-0.594867
0.289261,43.1216,-0.472996
-1.48096,43.121,1.08023
0.312769,43.1189,-1.5797
1.43519,43.1184,0.987825
3.54928,43.1181,1.19052
-1.29666,43.1179,-1.33982
-0.975174,43.1177,0.237088
3.73701,43.1162,-2.20154
-0.58649,43.1157,0.00772492
-1.60944,43.1138,1.65786
2.56719,43.1132,-4.14466
-1.80158,43.1106,-1.23529
-0.155686,43.1099,-1.25679
4.39064,43.1096,-2.08195
-2.35965,43.1093,-1.37659
-2.61674,43.109,0.732901
-1.31209,43.1082,2.2977
0.158145,43.1074,-1.45255
1.0834,43.1072,-0.338425
-1.39594,43.1062,1.2151
1.01033,43.1054,0.537646
-0.110799,43.1026,2.09557
2.80981,43.1016,-1.15282
-0.0798956,43.1007,1.12685
0.282974,43.1007,2.79695
-1.14894,43.1003,0.349809
1.10102,43.1,0.785671
0.289535,43.0986,-2.68606
0.640616,43.0981,-0.853557
-4.17534,43.0966,-0.686117
2.52093,43.0956,-1.3273
-3.45426,43.0954,2.43334
-3.49137,43.0947,1.74018
0.104389,43.0941,-1.55755
-0.307436,43.094,5.42902
-1.69984,43.0937,-3.05595
-0.663658,43.0926,-0.320961
-4.22066,43.0923,0.883344
-1.18881,43.0917,-0.55256
-0.416467,43.091,-0.486763
0.11701,43.0899,0.292729
-0.390233,43.0894,-0.848934
0.26668,43.0887,-0.594704
1.05499,43.0885,0.415998
0.0410994,43.0866,-1.66222
-0.0325328,43.0859,-0.549662
0.374946,43.0847,-0.609191
0.963203,43.0838,-1.61075
-1.05869,43.0827,0.878773
5.78677,43.0815,-2.22331
3.8334,43.0771,-1.84152
-0.0994112,43.0766,1.95574
3.75991,43.0756,-1.11334
0.183033,43.0752,2.39734
-1.31584,43.0748,3.80814
1.31443,43.0745,-0.736924
3.19028,43.0738,-1.56629
-0.0115233,43.0736,-0.660697
3.67677,43.0732,-0.0258199
0.0892617,43.0688,-0.209445
-0.811908,43.0681,-1.41447
-2.23438,43.0663,1.86916
0.85625,43.0649,-1.07912
-1.27411,43.0646,0.332574
-0.627367,43.0644,0.485338
1.78568,43.0616,0.711843
3.33941,43.0606,-0.276149
-0.541534,43.0594,-0.0147205
0.873391,43.0592,0.0318097
0.112385,43.0588,-0.90355
0.00906165,43.057,1.15879
5.51942,43.0556,-1.62723
1.23896,43.0538,1.01032
0.261974,43.0533,2.62764
-3.45413,43.0523,0.897142
2.64518,43.0508,-1.15706
-0.215311,43.0506,-0.127143
-0.532191,43.0489,2.73793
-1.44494,43.0489,2.38189
1.18497,43.0478,0.648598
1.98249,43.0478,-1.33364
1.8391,43.0474,-0.403453
-3.74993,43.0464,0.666812
0.0406598,43.0463,-0.294528
0.459885,43.046,1.28614
2.57853,43.0441,1.35019
0.467131,43.0439,2.4613
-0.219732,43.0438,0.886633
0.214163,43.042,0.544321
0.940802,43.0413,-0.543696
-4.54662,43.0409,0.657187
3.16363,43.0402,-1.19977
1.46204,43.0398,-0.551355
-1.45446,43.0395,1.48624
-0.655397,43.0392,5.25229
3.3067,43.0348,-0.309403
-1.31343,43.0347,2.11163
5.15773,43.0342,-0.778275
-2.07113,43.0341,1.43846
-1.64106,43.034,-0.0131562
-1.72069,43.0337,1.2118
5.64001,43.0299,0.239649
0.725167,43.0299,-0.9834
-0.426358,43.0298,-2.07824
0.165965,43.0294,2.34558
-4.03477,43.0285,3.91726
-3.44618,43.0281,0.849553
1.32459,43.0271,-0.503357
-0.323462,43.0253,2.19669
-1.32894,43.0252,-0.868486
0.360052,43.0228,2.86626
2.54097,43.0216,-2.55163
1.39149,43.0215,0.137717
-0.360249,43.019,-0.507512
-0.999086,43.0187,-0.469339
-6.91276,43.0159,1.14379
-3.25349,43.0144,-1.17569
0.351993,43.0141,0.12481
-0.340911,43.013,0.176024
2.27539,43.0127,-0.845634
0.43891,43.0126,-2.13436
0.195779,43.0087,0.267482
-0.497622,43.0074,0.385625
-0.114484,43.0073,-1.57252
-1.38537,43.0069,-0.723684
0.00702593,43.0069,-0.186541
-0.539828,43.0062,0.404086
-1.20472,43.0056,-0.840392
1.51554,43.0053,-0.735188
2.19667,43.0024,5.15301
5.36596,43.001,0.704148
-2.41272,42.9998,0.71078
-1.30737,42.9978,-2.81826
-2.99503,42.9975,-1.59359
-1.00963,42.9972,3.55251
-0.710164,42.9968,1.27029
-1.14308,42.9961,-2.64138
-0.0318307,42.996,-0.883451
0.514549,42.9921,2.00624
1.01625,42.9918,-0.596552
1.23497,42.9916,-0.381038
-1.70092,42.9915,-0.421655
0.894506,42.9912,-0.290956
0.611858,42.9912,3.55528
-3.65077,42.9906,-0.968433
-0.797556,42.9893,-1.64072
-2.6882,42.9855,-0.404497
-1.65671,42.9835,1.44621
-1.28963,42.9828,-0.303813
0.520432,42.9813,3.11242
2.33893,42.981,-0.389746
3.09261,42.979,1.57244
0.216003,42.9785,0.520279
-0.400475,42.9756,-0.0669938
0.925885,42.9754,-0.296439
1.22072,42.975,-0.467908
1.40778,42.9742,-2.64505
1.39033,42.9732,1.55709
3.07543,42.9731,-0.322759
-1.02229,42.9729,-2.46687
1.94329,42.9723,-2.29441
1.89523,42.972,0.18847
0.507598,42.9716,0.123591
-2.91373,42.9712,0.321717
-0.854942,42.9702,0.869363
1.95999,42.969,-1.53989
-1.13564,42.9689,0.74938
-1.66684,42.9688,-0.0486546
0.794284,42.9674,-0.305949
-0.0585671,42.9661,0.302027
-0.864987,42.9647,2.0475
4.38027,42.9634,0.114353
3.05378,42.9633,-0.0415706
1.94804,42.961,-3.62578
1.98326,42.96,-0.875629
-0.706791,42.9598,0.984995
-1.3861,42.9589,-1.06285
-5.13999,42.9583,2.19202
-2.12815,42.9575,0.375074
3.45038,42.9573,-1.07443
-0.459108,42.9565,0.330066
2.34156,42.9565,-0.646843
-3.94959,42.955,0.306122
-1.76887,42.9531,2.05793
0.815145,42.953,-1.12297
2.81689,42.9512,0.830584
3.25324,42.9497,-3.22071
