dv,s,a
0.00124897,11.4518,0.0839395
-0.789378,11.4512,-0.870955
-0.0194786,11.4508,0.0998114
-0.896248,11.4508,0.192964
0.0252057,11.4506,0.0646814
1.07104,11.4502,0.266049
0.505585,11.4496,-2.12062
-1.07841,11.4483,-1.5595
1.77538,11.4479,-2.43527
-0.0372209,11.4479,1.58127
0.0526391,11.4468,0.0417148
1.06695,11.4462,0.786434
0.583131,11.4449,1.66555
1.77494,11.4439,0.948576
0.337125,11.4435,0.778513
-0.0941786,11.4434,3.7463
0.0387099,11.4427,-3.79681
-1.04126,11.4427,-0.254982
1.02756,11.4425,0.0398861
1.8235,11.4416,-0.796821
-0.374235,11.4409,1.45363
1.22088,11.4405,0.344903
0.0837977,11.44,0.0147063
-0.890928,11.4397,1.43439
-1.01827,11.4344,-2.08753
2.87589,11.4317,-2.08087
0.410598,11.431,0.949294
0.118929,11.43,-0.0166855
-1.36182,11.4298,-0.463555
1.47989,11.4297,-0.00695782
-0.168232,11.4291,2.80909
0.622524,11.4278,1.43137
0.848368,11.4263,-1.39911
-4.02505,11.4257,0.529103
0.748515,11.4256,-0.425231
-1.23257,11.4254,-1.00985
0.754511,11.4229,0.262218
0.236616,11.4195,0.426508
-0.604488,11.4195,1.5086
-0.124554,11.4178,-2.63013
3.75051,11.4173,-1.10761
0.158277,11.4163,0.311906
0.0753141,11.4123,-0.25893
0.159087,11.4115,-2.36871
0.878675,11.4113,-0.402633
-1.12982,11.4104,-1.07632
-0.193393,11.4097,0.337955
1.26431,11.4086,-2.77616
-2.20533,11.4081,0.843961
1.17926,11.4052,-0.416201
0.0820726,11.4044,-0.751873
-0.648181,11.4031,-0.610023
0.431358,11.4026,0.0796816
0.556473,11.4006,-3.7633
0.177764,11.3983,1.33575
-0.671058,11.3977,-0.370747
-2.28235,11.3976,2.98193
0.0890054,11.3959,-0.828579
-2.27712,11.3951,-0.992491
0.589761,11.3927,-1.16031
-0.608365,11.3913,0.890832
0.389204,11.3908,1.06105
-0.192325,11.3904,-0.496189
-3.69923,11.388,-0.120852
-1.24903,11.3874,-0.0928686
0.472605,11.3867,0.234759
0.0960652,11.3866,-0.908371
-1.04281,11.3857,1.61357
0.795264,11.3837,-0.228036
-1.10294,11.383,0.554061
0.155239,11.3807,1.69526
1.25743,11.3807,2.52031
1.57778,11.3796,-1.172
2.67918,11.3792,-1.97383
-0.755846,11.3788,1.1752
-1.08385,11.3781,-0.828073
0.103196,11.3767,-0.990872
-1.50256,11.3761,-1.38234
0.856805,11.3729,2.77799
-0.713752,11.3721,-0.815193
-0.189613,11.3713,-0.476997
-0.0454452,11.3698,-5.90611
0.157215,11.3673,0.717688
1.24243,11.3666,-0.52248
0.598707,11.3665,-0.472238
0.110332,11.366,-1.07562
1.70396,11.3644,-0.59688
0.663763,11.3635,1.5295
-0.723217,11.3594,1.26109
1.47306,11.3593,-0.369693
0.303717,11.3573,-1.05116
0.619786,11.3549,-1.52227
0.117397,11.3546,-1.16205
-1.60773,11.3539,-1.62394
0.360275,11.3531,1.17888
-0.185503,11.3525,-0.455962
-1.20613,11.351,-4.23921
0.264104,11.3504,-1.3492
1.69838,11.3495,0.726804
0.206334,11.3493,0.0248678
1.09005,11.3476,0.885594
0.192706,11.3473,2.21548
0.319009,11.3467,-1.05495
0.783535,11.3465,-1.10907
-0.984071,11.3452,-1.44086
1.29774,11.3448,1.83894
0.715153,11.3446,-4.66991
-0.919184,11.344,-0.244944
-0.824371,11.3427,-2.16867
0.124304,11.3425,-0.641644
0.223191,11.3418,0.0259338
1.67142,11.3412,0.0715459
0.616732,11.3399,-0.0074138
-0.946765,11.3354,1.2491
-0.180223,11.3342,-0.433531
0.16329,11.3339,-1.0954
0.876855,11.3338,-3.72761
0.0405911,11.3321,-0.52154
0.10664,11.3297,1.04575
-1.33374,11.3293,1.06464
0.0726149,11.3289,-1.3522
-0.792369,11.3271,-1.36662
-0.406663,11.3265,1.29926
0.260917,11.326,-0.0487111
5.07627,11.3254,0.0748352
2.0193,11.3252,-1.21351
-1.73269,11.3234,-1.22426
0.0846612,11.3229,0.68277
-0.00785627,11.3219,-0.644817
-0.00368456,11.3214,0.00843106
0.0419189,11.3212,1.63566
0.27276,11.3208,0.33607
-0.730433,11.3192,0.141078
0.322945,11.3187,1.30246
1.6006,11.3185,-1.26545
0.282051,11.3185,-1.55867
0.170663,11.3177,0.479514
-0.173981,11.3164,-0.410101
-0.992693,11.3147,-0.928479
0.408065,11.3126,0.864675
-0.725639,11.3084,-0.759389
-0.965493,11.306,-1.0189
2.19048,11.306,-0.483288
0.612183,11.3059,-0.521505
-1.42011,11.3052,1.54138
0.363328,11.305,1.13054
-1.05596,11.3007,-2.5758
-0.769703,11.3,-0.432223
0.788705,11.2997,-1.28501
0.209677,11.2997,0.808107
-0.753378,11.2997,1.05806
-0.166965,11.2994,-0.386025
1.29863,11.2992,-0.5461
0.373913,11.2985,-0.235807
0.321233,11.2971,-0.133277
0.704312,11.2951,1.38337
-0.571465,11.295,-1.2084
-0.270437,11.2936,-0.907768
0.2763,11.2885,1.43136
0.73633,11.2881,0.663693
0.231436,11.288,-1.38375
0.519255,11.2879,-0.415748
-1.81914,11.2876,-0.591184
-0.923367,11.2854,-1.13194
-0.860892,11.2849,-0.142507
0.47542,11.2848,-1.60491
-0.226659,11.2839,0.410332
-0.159344,11.283,1.10705
1.47896,11.2822,1.51644
-2.36453,11.28,0.464201
0.489357,11.2799,-6.5428
1.20874,11.2788,-3.41813
0.419539,11.2776,0.596846
-0.435032,11.2767,-2.98746
-2.30721,11.2759,3.72375
-0.964073,11.2759,-0.580053
0.219598,11.2758,-0.266435
1.64672,11.2736,-0.0483348
0.613631,11.2696,-1.49013
-0.649029,11.2695,-2.0084
-0.193234,11.2675,3.28653
-1.12154,11.2673,-0.088606
-2.3594,11.2667,0.721831
0.219385,11.2635,1.56502
0.387527,11.2618,-0.229638
1.87769,11.2606,-2.71545
0.509453,11.2602,-0.493393
1.74063,11.259,1.04256
-0.976121,11.2589,-0.229099
2.35767,11.2577,-0.0105794
1.8462,11.256,-0.396641
0.189361,11.2558,-0.696316
2.13312,11.2535,-0.601918
0.22605,11.2533,2.17567
-0.893341,11.2515,-1.32486
0.562905,11.2503,-0.197275
-0.0230956,11.2499,-0.889122
-4.04113,11.2476,0.765072
0.341747,11.2467,-2.22118
-0.79754,11.2452,0.369451
-0.30904,11.2451,-4.74482
0.0024177,11.2449,-0.190192
-0.843347,11.2447,-2.52168
0.151206,11.2447,0.365465
-0.246418,11.2444,2.3661
0.6218,11.2441,-0.57285
-0.0140429,11.2439,-0.585389
0.454195,11.2438,0.216381
0.281973,11.2434,-1.78005
-0.195387,11.2434,-0.215415
-0.0207073,11.2424,-0.241778
-0.00757469,11.2421,-0.419342
0.436432,11.241,-0.304344
1.20675,11.2397,-0.64519
0.442805,11.2387,-0.172158
0.0669716,11.2379,-0.551604
-0.634026,11.2369,0.947802
0.439291,11.2369,1.08032
1.81139,11.2345,3.79149
-0.00220852,11.2332,-3.39875
1.03369,11.233,-1.94075
1.07212,11.2322,0.305781
0.123316,11.2315,-0.0483026
-0.92671,11.2301,-0.573793
-0.651872,11.2292,0.104852
-3.77839,11.2292,0.100212
1.42862,11.2289,-1.56515
-0.459895,11.2281,-0.569587
-0.864445,11.227,-0.704069
-0.776031,11.2269,-0.849482
0.67299,11.2259,-1.25244
0.416499,11.2257,-0.71039
0.375796,11.2254,3.3528
0.297347,11.2238,-1.61681
0.694998,11.2226,0.281751
-2.46436,11.2198,0.57377
0.460024,11.2196,-0.338603
0.13262,11.2187,1.25139
-0.678948,11.2186,-4.14569
-0.252805,11.2182,-0.0864064
-0.815244,11.2173,-0.959846
-1.40918,11.2152,-3.85632
-0.323521,11.2129,-1.85113
0.361473,11.2115,0.721837
-0.592222,11.2108,-0.790038
0.389248,11.2107,-0.978444
0.144211,11.2101,-0.154579
0.0782012,11.2077,-0.853336
-1.37036,11.2054,-1.51418
-4.49787,11.2052,0.79244
0.141952,11.205,-1.03578
0.0636707,11.2048,-1.69791
-0.769443,11.2011,-2.00311
-2.04472,11.1979,1.51817
1.62927,11.1977,-0.995725
0.400324,11.1963,-0.211829
0.25693,11.1949,1.13252
-0.234951,11.1938,-0.061258
-1.05696,11.1925,-1.01806
0.593542,11.1924,-1.13681
-0.365607,11.191,-1.72003
0.151217,11.1903,-3.82914
0.592327,11.1897,0.8994
1.30805,11.1866,2.82204
-0.935458,11.1853,0.52646
0.316401,11.1824,0.0614608
-0.0802467,11.182,-1.09494
0.627029,11.1815,-0.626035
1.06727,11.1808,-0.113804
0.48554,11.1781,2.27662
-2.27228,11.1771,1.58699
1.84522,11.1751,1.01575
0.160305,11.1748,-3.13399
0.380397,11.1744,0.720657
-1.25791,11.1715,1.34751
-0.385174,11.1712,1.21048
0.538912,11.1698,-0.460972
-0.544347,11.1696,0.147794
0.117103,11.1673,-0.0298134
1.80914,11.1672,-0.0330049
0.818489,11.1669,-3.85371
-0.806573,11.1666,-1.21223
-0.26116,11.1665,-0.969524
0.780148,11.1651,-0.554607
-0.49586,11.1649,-4.29793
-0.926235,11.1631,-0.0840956
0.658037,11.1626,-0.783659
3.01908,11.1625,-2.29056
1.38798,11.161,-4.99975
-0.948541,11.1597,1.00217
-0.581459,11.1595,-0.983076
0.508477,11.1587,0.423566
0.346889,11.1586,-0.255426
0.00428068,11.1586,-0.0662215
-0.845988,11.1585,1.33296
-0.84701,11.1584,-1.9116
0.169089,11.1583,-0.448799
-0.312105,11.1572,-0.189122
0.493199,11.1561,-1.56123
-0.417528,11.1536,-1.37325
0.557497,11.1525,-0.31451
-0.258355,11.1517,0.457855
-0.404215,11.1513,-0.630615
-0.719603,11.15,-0.412322
-1.05082,11.1487,0.498435
0.509152,11.1475,-0.248242
-1.42353,11.1443,-4.40694
-0.678248,11.143,-0.899859
2.88929,11.1365,-2.27638
-3.30076,11.1358,-1.03077
-1.03709,11.1356,-0.649682
0.398187,11.1355,0.711538
1.94066,11.1337,-0.839682
0.622586,11.1316,-1.24056
-0.629183,11.1315,-1.89679
-0.131094,11.1306,-2.17904
-0.262917,11.1285,0.287029
0.412927,11.1283,-0.570231
-0.124806,11.1279,1.1708
-0.0314287,11.1273,-2.01451
0.281363,11.1269,-0.303096
3.93312,11.1269,-0.53204
1.07698,11.1252,-0.780156
2.44172,11.125,-2.00959
-0.0290575,11.1243,-1.8535
0.0926959,11.124,-2.11031
0.141109,11.1215,-0.857808
-0.446589,11.1203,0.183553
-0.249179,11.1195,-3.96909
0.627332,11.1187,-0.680768
0.789838,11.1184,0.249033
-0.569404,11.118,-2.60667
-0.0978696,11.1169,-0.371262
-0.614199,11.1168,1.55272
0.237004,11.1151,-3.85761
-0.605005,11.1127,1.56734
0.624344,11.1118,-0.354381
-0.365836,11.1106,-1.21784
1.83107,11.1094,1.95447
0.443589,11.1094,-0.357977
-0.0736673,11.1084,-1.25894
-1.51867,11.1078,-0.519719
-0.21792,11.1046,0.276014
0.20256,11.1024,-0.354962
-0.0520547,11.1021,-0.33498
-0.456738,11.1012,0.710809
1.82194,11.1003,-0.0956647
-0.0328828,11.098,-0.698467
1.69305,11.0958,1.35684
0.151884,11.0956,-1.93993
0.414477,11.0948,0.693336
-1.05389,11.0943,-3.62812
1.26226,11.0939,-2.43443
0.540207,11.0932,-1.45211
1.65717,11.0917,-0.36929
-0.724039,11.0901,-1.10356
2.09857,11.089,-0.571788
-1.03729,11.0888,1.36206
0.109248,11.0864,-0.411123
-0.150302,11.0864,-1.01315
-0.775358,11.0862,0.480725
0.906807,11.0857,0.763993
-0.17697,11.085,0.263762
-0.79061,11.0821,-0.079413
-0.553726,11.0817,-0.839586
0.569933,11.0806,-1.4108
0.000163635,11.0805,-0.593218
-0.358076,11.0803,0.212766
-1.15236,11.0798,0.902722
-0.502044,11.0752,-1.78721
0.34726,11.0739,0.514799
1.81471,11.0724,0.447058
1.8032,11.0723,-2.52396
1.0007,11.0699,-0.253798
-0.139905,11.0692,0.250833
0.649475,11.0679,-0.860919
-1.04001,11.0678,2.07235
-0.371755,11.0599,0.698339
-0.106546,11.057,0.237193
0.622154,11.056,-0.493867
-1.03771,11.0555,0.244183
-1.10595,11.0536,1.16733
0.428856,11.0526,0.664828
-2.26001,11.0508,0.383069
0.301449,11.0507,-2.04017
-0.278301,11.0487,0.236048
-1.19049,11.0487,1.47912
-0.741211,11.0484,2.25294
-0.0767066,11.0479,0.642949
0.619166,11.0449,0.204165
3.65974,11.042,-1.67281
-0.092158,11.0416,0.404942
1.11649,11.0409,-5.00061
0.280548,11.0399,0.0617604
-0.904788,11.0387,-3.15449
1.5584,11.0385,-0.780677
-2.12868,11.0381,-0.401303
-3.2557,11.0365,-0.609111
0.46171,11.0335,-0.366527
0.140872,11.033,-0.864809
-0.440946,11.0322,-0.779608
0.756051,11.0318,-0.695104
-0.387432,11.0311,-1.67582
-1.02045,11.0307,1.4609
-4.02111,11.0302,0.375703
-0.130324,11.0295,0.568235
2.38188,11.0281,-2.11042
-0.210886,11.0268,-0.415831
-0.29037,11.0246,0.253984
0.93683,11.0243,-0.927841
0.245022,11.0225,-0.333294
-0.645934,11.0218,-0.999321
-2.52645,11.0203,2.09068
-1.11141,11.0196,-1.01623
2.28966,11.0187,-1.70303
2.00344,11.0185,0.178719
0.0654604,11.0178,-0.839464
0.44087,11.009,0.624706
-0.717331,11.005,-0.074625
-0.844048,11.0044,-2.04248
0.576326,11.0017,0.450315
0.830255,10.9994,0.800368
-2.06396,10.9991,3.0202
-0.284721,10.9977,-1.56391
-0.963816,10.995,0.247999
0.458236,10.9942,0.158953
-0.33922,10.9935,-0.300827
-0.516857,10.9906,-0.362296
0.525692,10.9882,0.924764
0.433929,10.988,0.307811
0.486786,10.9839,-0.873893
-1.05791,10.9838,-0.453087
-2.38873,10.9836,0.230211
1.95753,10.9804,0.327216
-1.17635,10.9778,1.4886
1.07782,10.9764,-2.63028
-1.37275,10.975,4.3965
-0.193255,10.9741,-1.03297
-0.979247,10.9685,3.35102
0.439205,10.9672,-1.67085
1.00215,10.965,-0.0516697
0.450021,10.9644,-1.00884
0.00365491,10.9644,0.372632
-0.839507,10.9633,0.292982
-0.572385,10.961,-3.6274
-0.196287,10.9591,0.95138
0.333821,10.9581,-0.49237
0.312946,10.9526,0.88167
-0.808158,10.9521,-1.12543
-1.38457,10.9505,3.20598
-0.964262,10.9503,0.371236
0.945831,10.9482,-0.48417
0.186842,10.9439,-1.32445
0.0296854,10.943,3.29376
-0.08513,10.9408,0.492773
-2.36845,10.9406,1.47113
0.123771,10.9391,-0.46244
-0.488747,10.9386,-0.489408
0.834825,10.9379,-0.845505
1.0737,10.9377,-1.90269
2.03369,10.9371,0.221454
-0.0805906,10.9349,3.47527
0.135722,10.9298,-0.532965
0.594029,10.9283,0.70919
0.0977746,10.9279,-1.41797
-0.118482,10.9259,-1.53839
-0.738842,10.9255,-1.39855
0.604695,10.9252,-0.761254
-1.02905,10.9213,-1.27699
0.408565,10.9212,-1.1155
1.80704,10.9204,1.68104
0.975529,10.9197,0.347535
0.0666596,10.9195,-1.5372
0.28556,10.919,-5.69163
-0.0621198,10.9171,-1.90351
0.11281,10.9168,-0.825592
1.8975,10.916,1.0649
0.0299596,10.9145,-1.65854
-0.012804,10.9135,-1.78103
-0.964749,10.9133,-0.741264
-1.5083,10.9106,0.963997
2.00496,10.9092,-0.14937
-1.23957,10.9086,1.35526
-0.209728,10.9073,-7.53522
-0.10921,10.9073,-1.1003
0.469362,10.9026,-0.153447
1.81644,10.9,-1.41242
-0.966729,10.8962,-0.391254
-0.544836,10.8938,-0.632876
-1.05344,10.8934,0.402105
1.73187,10.8931,0.44741
2.36743,10.8909,-2.27195
1.90492,10.8863,-0.667981
1.45934,10.8861,-0.307526
0.92308,10.8783,-1.23713
0.490606,10.8764,-1.33884
2.75403,10.8732,-2.57605
-1.00411,10.8708,1.40587
0.820462,10.8695,0.42629
0.618035,10.8694,-0.465495
-3.48853,10.8659,0.00984424
-3.79754,10.8646,0.59784
0.588862,10.863,-0.434481
-0.874727,10.8607,-0.705773
0.91295,10.8573,-0.309724
-0.640995,10.8567,-1.24921
0.49562,10.8543,0.0821963
2.66325,10.8539,-2.93634
-1.30427,10.8535,1.79352
-1.37191,10.8525,3.52318
-0.608412,10.8432,0.741984
-1.99311,10.841,0.416598
1.89678,10.8338,-1.8817
-2.1579,10.828,0.309349
-0.903392,10.8266,-0.0295813
1.06099,10.8262,-1.71249
0.580204,10.8231,-1.58272
5.0972,10.8166,0.0802609
0.477923,10.8074,-0.780317
-1.80732,10.8052,3.01681
0.455596,10.8047,-1.65548
1.07344,10.8043,-0.799667
0.520653,10.8035,0.111187
0.720296,10.8009,1.35108
2.17023,10.7997,-1.88818
-3.3606,10.7982,-0.520363
-0.55042,10.7973,-1.10845
0.890638,10.7918,-0.0182813
-1.79095,10.7908,2.57099
-1.06569,10.7905,-1.17338
-2.25733,10.7851,3.80152
-1.45148,10.7848,-1.70623
-1.08742,10.7843,0.169637
1.97978,10.7836,-0.193833
-1.18417,10.7828,1.25131
0.344165,10.7783,-0.88344
2.54668,10.7772,-2.37642
-0.814843,10.7754,-0.441446
-0.803209,10.7722,0.287851
-2.54293,10.7706,1.40528
0.355245,10.7674,-1.60333
-1.1557,10.7625,1.30387
0.677575,10.7604,-1.84772
-4.4912,10.7556,-1.0737
1.12819,10.7553,-0.226875
0.544,10.7502,0.143518
-1.58164,10.7471,-0.133089
1.33828,10.7467,-0.0957173
-0.466977,10.7466,-1.39604
-2.44568,10.7421,0.141237
-2.92562,10.7369,0.234085
0.268942,10.7363,-1.75462
0.626709,10.7359,-0.576033
1.90603,10.7344,1.01416
-0.851411,10.7326,-0.626232
1.73279,10.7299,0.47011
2.08154,10.727,0.420867
1.77387,10.726,-0.0432826
0.813665,10.7255,-3.00909
0.790816,10.7254,0.949205
-1.50527,10.717,2.29728
0.311925,10.7136,-0.562496
4.29136,10.7114,0.515265
2.00632,10.709,-1.31354
1.69277,10.708,-0.772035
0.905482,10.705,-1.09239
-0.306553,10.7039,-2.30813
-2.24759,10.7034,-0.836532
0.891961,10.7002,-0.550631
2.19505,10.6994,-0.209869
-0.71817,10.6978,0.491763
0.565146,10.6947,0.179361
-1.77795,10.6942,3.42858
0.782889,10.6876,-2.13429
3.46084,10.6853,-2.15992
-0.113626,10.6853,-2.53941
-0.992117,10.6831,-2.35233
-0.81194,10.6825,-1.05749
-0.104283,10.6812,-1.45603
-1.03252,10.6759,-0.501373
0.347312,10.6739,-0.0148493
-1.20899,10.6717,1.14978
-0.188638,10.6644,-0.831368
0.551372,10.6634,-2.10262
-0.672567,10.6563,-1.0209
0.693013,10.6529,-1.31833
2.41228,10.6515,-2.55091
0.152524,10.6442,-0.783362
-0.101284,10.6434,-1.12359
0.863859,10.6428,0.583881
-1.29465,10.6397,1.20354
-1.96005,10.6395,0.794283
1.90926,10.6391,-0.712337
0.58352,10.6371,0.218883
-0.606867,10.6318,0.734506
1.17066,10.6317,-1.04535
1.59218,10.6283,-0.0101209
0.723023,10.6232,-0.745569
-1.85857,10.6225,-0.814368
-4.14436,10.6215,0.238064
-1.97491,10.6192,1.29177
1.26009,10.6184,-0.230086
0.495607,10.6153,-0.708861
0.700344,10.6134,-1.53699
2.46092,10.6117,-2.87849
-0.640568,10.6098,-0.604382
2.31918,10.6039,-3.51949
0.896256,10.6038,-2.44274
-0.544229,10.5981,-0.932176
0.589855,10.5973,-0.760599
-1.47097,10.5943,-0.439998
-1.99506,10.5923,1.06394
-0.835163,10.5921,-2.6037
2.12734,10.5847,-0.976926
2.00261,10.5845,-0.274853
0.598491,10.5779,0.262232
-1.1003,10.5778,-0.291898
-0.504975,10.5764,0.6222
1.59382,10.5694,0.50511
0.522839,10.5643,-0.356902
0.574388,10.5604,-0.335444
0.358016,10.5601,-1.2043
-0.603483,10.5544,0.751246
0.939035,10.5527,1.98858
-1.73504,10.5525,1.49921
1.46149,10.5478,-0.884061
-2.48281,10.5477,3.64817
-0.386315,10.5475,-1.68602
0.174111,10.5418,-0.429958
-1.48977,10.541,1.05128
1.80914,10.5392,0.634332
1.85179,10.5383,-1.47321
0.609687,10.535,-0.647524
-3.33913,10.5315,-0.0683913
-0.412168,10.5308,0.519299
0.105038,10.5253,-0.986666
1.08321,10.5211,-1.68369
-0.110892,10.5208,-1.9965
2.03893,10.5208,-0.512925
2.44001,10.5188,-2.65846
0.609364,10.5174,-0.0551732
-0.69167,10.516,-2.37635
-2.55213,10.5117,0.38079
0.548704,10.5107,-0.431304
0.545688,10.5085,-0.124739
1.01771,10.5083,-2.28687
0.650019,10.5083,0.762237
-1.42136,10.5036,1.10559
-1.79318,10.5011,-0.772929
-1.89796,10.4969,3.44327
1.0546,10.4966,0.0677509
1.2661,10.4946,0.134546
-2.54214,10.4945,0.482603
-0.328082,10.494,0.425486
-1.96345,10.4911,-1.75234
-0.745868,10.4891,0.323108
-3.65477,10.4881,0.447641
0.539768,10.4754,-0.697057
2.39126,10.4702,-0.156004
-0.252318,10.4651,0.340405
-3.28302,10.4637,-0.237007
-1.41773,10.4634,-1.70278
0.422269,10.4578,-0.085367
0.493811,10.4561,-1.06884
-1.25206,10.4559,-0.890294
1.01587,10.4549,1.53891
0.572713,10.4546,-0.391135
-0.561154,10.4537,-2.15764
-1.35311,10.4529,-0.41297
1.82762,10.452,-0.432533
-2.71568,10.4514,0.425533
-1.93183,10.449,0.692984
-0.184456,10.4435,0.263667
0.951497,10.4304,0.511809
-0.124057,10.4282,-0.43457
0.561125,10.427,0.358201
0.334388,10.424,-0.497282
0.139133,10.4187,-1.41946
0.823536,10.4174,-0.301289
1.2592,10.4157,-1.0041
1.12687,10.415,-1.91851
1.5724,10.4112,0.540152
2.2654,10.4084,-2.84606
-1.45888,10.4063,-1.87453
-0.756297,10.4052,-1.00607
-0.443073,10.4038,-1.94844
1.14722,10.4003,-1.21908
-2.0875,10.3918,0.497059
0.326214,10.3909,-0.819818
1.93937,10.39,-3.91337
2.05842,10.3864,-2.74796
2.02525,10.3831,-0.539062
2.13851,10.381,-3.19727
2.07636,10.3743,-0.694803
-1.67217,10.3738,-1.98099
-1.77765,10.37,-0.348272
1.35579,10.3652,0.698352
-0.336844,10.3651,-0.700373
0.714501,10.3631,0.306175
0.31325,10.3588,-0.941359
1.78704,10.3556,-2.5171
-1.62024,10.3554,1.0106
3.23639,10.3498,-2.4571
1.09379,10.3495,-2.55701
-1.17258,10.3389,-0.774933
-0.671786,10.3378,-0.565465
-0.157927,10.3364,1.0273
-1.55403,10.3342,-1.99076
2.20339,10.3335,0.123701
0.0496091,10.3335,0.529909
0.887145,10.3319,-0.57635
0.294889,10.3283,-1.07179
-1.13986,10.3274,-1.28918
-1.22565,10.3237,-0.384305
1.94062,10.3192,-1.23552
1.0362,10.318,-1.07667
-1.82527,10.3107,-0.00847556
-4.39695,10.3069,-1.76836
5.10985,10.306,0.085672
0.270482,10.2998,-1.21109
1.1303,10.2959,-1.13212
1.21366,10.2958,-2.16942
2.23659,10.2892,-2.95602
-2.6919,10.2885,2.85176
0.738502,10.2841,-0.619176
1.28465,10.2789,-1.0513
0.239347,10.2742,-1.35915
1.6378,10.2736,-1.93776
-0.759464,10.2709,-0.057425
4.38963,10.2686,0.695522
-1.30445,10.2683,-0.976843
-2.3871,10.2602,-1.02219
1.62776,10.255,0.574863
-1.90806,10.2531,-0.240295
0.200766,10.252,-1.51575
0.951159,10.24,-0.64561
1.17214,10.2362,-4.02568
0.153989,10.234,-1.07268
-2.62981,10.2337,1.03007
-1.03378,10.2288,-1.13032
-0.980059,10.2279,-0.366669
1.24848,10.2235,0.939278
0.853376,10.2232,-1.39147
1.52231,10.216,-4.32676
0.720651,10.2154,-0.468947
-1.0896,10.2078,-0.35541
-1.07745,10.2065,-6.38203
-4.25015,10.2013,0.11545
1.96873,10.1984,-3.15677
-3.29103,10.1981,-0.135408
-1.55532,10.1969,-1.03355
-2.48552,10.1938,0.877471
-1.33277,10.1903,-1.86895
0.99059,10.1896,-1.26798
-0.766256,10.1859,-0.881589
1.83765,10.185,-2.65036
1.7857,10.184,-3.53152
1.52015,10.1809,-2.7267
-1.8471,10.1795,0.919056
2.014,10.1794,-1.35325
-2.16663,10.1748,1.6816
1.16605,10.1723,-2.43625
2.01659,10.1694,-0.846332
-0.32879,10.1583,-4.57931
0.654282,10.1474,-1.3101
-1.15903,10.1454,-0.412073
1.42976,10.1433,-2.67941
1.27207,10.1419,0.17579
1.01496,10.1417,-0.718758
-3.16195,10.1416,-1.03926
-0.396619,10.1408,0.291299
0.789308,10.14,-0.101856
-3.34892,10.1336,0.313599
1.7899,10.1327,-0.412734
-0.904143,10.1322,-2.36116
-0.958185,10.1314,-0.723403
-1.87544,10.126,0.848168
1.29823,10.1244,-3.06374
-0.596088,10.1176,-0.443868
0.000157993,10.1166,1.4003
1.17585,10.1155,1.19863
1.25013,10.1151,-0.666705
-1.04608,10.1058,-0.327157
0.888511,10.0978,-1.41145
0.48715,10.0923,-1.63234
1.06666,10.0856,-4.75827
1.7229,10.0856,0.60882
0.656486,10.079,-0.224228
-0.657352,10.079,1.88862
2.19291,10.0715,-3.26833
-0.605088,10.07,-0.62266
0.470507,10.0699,0.16538
-1.12904,10.0677,-1.74622
-1.72052,10.0674,-0.71939
-0.558098,10.0667,0.0536901
1.07154,10.0626,-2.71861
-1.25518,10.0589,-0.566139
0.860215,10.0576,-0.161509
1.09271,10.0516,-2.45346
0.4937,10.0499,-0.82757
-0.78363,10.048,-2.65733
2.98502,10.038,-2.77407
1.07781,10.037,-0.795616
-1.02238,10.0365,-2.01884
-0.898155,10.0363,-1.54126
-2.13809,10.0342,-1.47967
1.40151,10.0239,-3.88007
0.475585,10.0225,-1.00743
1.64348,10.0188,-1.67396
1.73379,10.0147,-3.48212
1.11815,10.0139,-3.36239
0.917343,10.0119,-1.31904
0.713956,10.0106,-0.535943
-0.811205,10.0093,1.78052
-2.80095,10.0093,1.46016
-0.531479,10.006,-1.1912
0.571294,10.0027,-5.20609
-1.01809,9.99854,-0.300046
-0.493217,9.9956,-4.09378
0.582049,9.99356,-0.23976
1.48492,9.9929,-3.93952
0.923802,9.98831,1.74697
1.22961,9.98616,0.0940667
-1.88615,9.98596,-1.05693
1.8951,9.98028,-1.8673
-0.672129,9.97546,-2.46821
0.476341,9.97481,-1.13972
0.0353196,9.97131,-5.42482
1.94729,9.97095,-1.01246
-2.62514,9.96851,1.12079
0.884334,9.96795,-0.228761
-0.942366,9.96453,-1.62385
0.861866,9.96233,-1.24814
1.76354,9.96121,0.191454
-0.29445,9.96041,-1.36845
-1.98173,9.9585,3.46055
1.10715,9.958,-3.01588
-2.42415,9.95429,1.33077
-0.796054,9.95172,-1.23422
-0.271099,9.95158,-1.92186
-0.150067,9.94713,0.220449
-1.05859,9.9459,-0.739145
-0.894489,9.94088,-2.73808
0.772737,9.93626,-0.648025
-1.80348,9.93561,-0.0992047
0.445984,9.93352,-0.473101
-0.275426,9.9304,0.904234
-0.202485,9.9281,-1.75063
0.374834,9.92725,-1.28043
1.1389,9.92612,-0.875938
-0.955305,9.91673,1.67049
1.03787,9.91434,-1.00966
-0.527496,9.91359,-2.2817
-0.14127,9.91109,-1.58627
1.94931,9.91038,0.155253
-1.62609,9.90899,-0.286862
0.354189,9.90436,0.178863
0.985184,9.90374,-3.63353
-0.895389,9.90216,-0.905788
0.956846,9.9008,-3.42843
0.0808263,9.89984,-1.42939
-0.317434,9.89204,0.43501
0.816408,9.8807,-0.547221
0.828161,9.87924,0.0515719
-0.772179,9.87921,-1.50293
-0.616565,9.87706,-0.489123
-4.17648,9.87623,-0.88261
-3.07935,9.87327,1.06674
